"","Activity.Date","Subject.Taxonomic.Name","Sample.Tissue.Anatomy.Name","Group.Summary.Count","Group.Summary.Unit","Trophic.Level.Name","Functional.Feeding.Group","Monitoring.Location.Identifier"
"183380",2003-10-08,"Zapada","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183381",2003-10-08,"Visoka cataractae","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183382",2003-10-08,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183383",2003-10-08,"Tipula","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183384",2003-10-08,"Taeniopterygidae","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183385",2003-10-08,"Sweltsa","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183386",2003-10-08,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183387",2003-10-08,"Rhyacophila","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183388",2003-10-08,"Rhyacophila","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183389",2003-10-08,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183390",2003-10-08,"Pisidium","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183391",2003-10-08,"Perlodidae","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183392",2003-10-08,"Pericoma","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183393",2003-10-08,"Ostracoda","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183394",2003-10-08,"Orthocladiinae","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183395",2003-10-08,"Oligophlebodes","",NA,"",NA,"","UTAHDWQ_WQX-5912120"
"183396",2003-10-08,"Zapada cinctipes","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183397",2003-10-08,"Arctopsyche grandis","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183398",2003-10-08,"Zapada oregonensis","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183399",2003-10-08,"Zapada","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183400",2003-10-08,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183401",2003-10-08,"Tipulidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183402",2003-10-08,"Taeniopterygidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183403",2003-10-08,"Sweltsa","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183404",2003-10-08,"Skwala","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183405",2003-10-08,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183406",2003-10-08,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183407",2003-10-08,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183408",2003-10-08,"Pisidium","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183409",2003-10-08,"Pericoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183410",2003-10-08,"Narpus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183411",2003-10-08,"Micrasema","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183412",2003-10-08,"Megarcys","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183413",2003-10-08,"Lepidostoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183414",2003-10-08,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183415",2003-10-08,"Hexatoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183416",2003-10-08,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183417",2003-10-08,"Helichus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183418",2003-10-08,"Glossosoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183419",2003-10-08,"Epeorus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183420",2003-10-08,"Drunella doddsii","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183421",2003-10-08,"Cinygmula","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183422",2003-10-08,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183423",2003-10-08,"Capniidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183424",2003-10-08,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183425",2003-10-08,"Apatania","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183426",2003-10-08,"Ameletus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183427",2003-10-08,"Zapada oregonensis","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183428",2003-10-08,"Zapada cinctipes","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183429",2003-10-08,"Zapada","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183430",2003-10-08,"Trombidiformes","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183431",2003-10-08,"Tipulidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183432",2003-10-08,"Taeniopterygidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183433",2003-10-08,"Sweltsa","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183434",2003-10-08,"Skwala","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183435",2003-10-08,"Simulium","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183436",2003-10-08,"Simuliidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183437",2003-10-08,"Rhithrogena","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183438",2003-10-08,"Pisidium","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183439",2003-10-08,"Pericoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183440",2003-10-08,"Narpus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183441",2003-10-08,"Micrasema","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183442",2003-10-08,"Megarcys","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183443",2003-10-08,"Lepidostoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183444",2003-10-08,"Hydropsychidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183445",2003-10-08,"Hexatoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183446",2003-10-08,"Heptageniidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183447",2003-10-08,"Helichus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183448",2003-10-08,"Glossosoma","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183449",2003-10-08,"Epeorus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183450",2003-10-08,"Drunella doddsii","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183451",2003-10-08,"Cinygmula","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183452",2003-10-08,"Chironominae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183453",2003-10-08,"Capniidae","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183454",2003-10-08,"Baetis","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183455",2003-10-08,"Arctopsyche grandis","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183456",2003-10-08,"Apatania","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"183457",2003-10-08,"Ameletus","",NA,"",NA,"","UTAHDWQ_WQX-5912150"
"191567",2003-01-01,"Oligochaeta (Clitellata)","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191568",2003-01-01,"Hygrobatidae","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191569",2003-01-01,"Lebertiidae","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191570",2003-01-01,"Sperchontidae","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191571",2003-01-01,"Torrenticolidae","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191572",2003-01-01,"Cleptelmis","",NA,"",NA,"","NARS_WQX-WUTP99-0723"
"191573",2003-01-01,"Elmidae","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191574",2003-01-01,"Optioservus","",NA,"",NA,"SC","NARS_WQX-WUTP99-0723"
"191575",2003-01-01,"Dasyhelea","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191576",2003-01-01,"Ceratopogonidae","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191577",2003-01-01,"Eukiefferiella","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191578",2003-01-01,"Micropsectra","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191579",2003-01-01,"Orthocladius","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191580",2003-01-01,"Pentaneura","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191581",2003-01-01,"Polypedilum","",NA,"",NA,"SH","NARS_WQX-WUTP99-0723"
"191582",2003-01-01,"Rheotanytarsus","",NA,"",NA,"CF","NARS_WQX-WUTP99-0723"
"191583",2003-01-01,"Tanytarsus","",NA,"",NA,"CF","NARS_WQX-WUTP99-0723"
"191584",2003-01-01,"Tvetenia","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191585",2003-01-01,"Hemerodromia","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191586",2003-01-01,"Psychodidae","",NA,"",NA,"","NARS_WQX-WUTP99-0723"
"191587",2003-01-01,"Simulium","",NA,"",NA,"CF","NARS_WQX-WUTP99-0723"
"191588",2003-01-01,"Caloparyphus","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191589",2003-01-01,"Stratiomyidae","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191590",2003-01-01,"Hexatoma","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191591",2003-01-01,"Baetis","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191592",2003-01-01,"Fallceon","",NA,"",NA,"SH","NARS_WQX-WUTP99-0723"
"191593",2003-01-01,"Baetidae","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191594",2003-01-01,"Drunella","",NA,"",NA,"PR;SC","NARS_WQX-WUTP99-0723"
"191595",2003-01-01,"Ephemerellidae","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191596",2003-01-01,"Leptophlebiidae","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191597",2003-01-01,"Sweltsa","",NA,"",NA,"","NARS_WQX-WUTP99-0723"
"191598",2003-01-01,"Malenka","",NA,"",NA,"","NARS_WQX-WUTP99-0723"
"191599",2003-01-01,"Perlodidae","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191600",2003-01-01,"Pteronarcyidae","",NA,"",NA,"SH","NARS_WQX-WUTP99-0723"
"191601",2003-01-01,"Pteronarcella","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191602",2003-01-01,"Hydropsyche","",NA,"",NA,"CF;PR","NARS_WQX-WUTP99-0723"
"191603",2003-01-01,"Hydropsychidae","",NA,"",NA,"CF","NARS_WQX-WUTP99-0723"
"191604",2003-01-01,"Hydroptila","",NA,"",NA,"PI;SC;PR","NARS_WQX-WUTP99-0723"
"191605",2003-01-01,"Neotrichia","",NA,"",NA,"PR;SC","NARS_WQX-WUTP99-0723"
"191606",2003-01-01,"Lepidostoma","",NA,"",NA,"SH","NARS_WQX-WUTP99-0723"
"191607",2003-01-01,"Rhyacophila","",NA,"",NA,"PR","NARS_WQX-WUTP99-0723"
"191608",2003-01-01,"Ostracoda","",NA,"",NA,"CG","NARS_WQX-WUTP99-0723"
"191609",2003-01-01,"Pisidiidae","",NA,"",NA,"CF","NARS_WQX-WUTP99-0723"
"191610",2003-01-01,"Pisidium","",NA,"",NA,"CF","NARS_WQX-WUTP99-0723"
"191611",2003-01-01,"Physa","",NA,"",NA,"SC","NARS_WQX-WUTP99-0723"
"191612",2003-01-01,"Hydrobiidae","",NA,"",NA,"SC","NARS_WQX-WUTP99-0723"
"191613",2003-01-01,"Nematoda","",NA,"",NA,"","NARS_WQX-WUTP99-0723"
"193110",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193111",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193112",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193113",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193114",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193115",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193116",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193117",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193118",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193119",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193120",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193121",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193122",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193123",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193124",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193125",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193126",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193127",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193128",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193129",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193130",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193131",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193132",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193133",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193134",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193135",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193136",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193137",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193138",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193139",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193140",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193141",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193142",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193143",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193144",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193145",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193146",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193147",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193148",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193149",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193150",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193151",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193152",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193153",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193154",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193155",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193156",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193157",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193158",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193159",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193160",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193161",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193162",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193163",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193164",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193165",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193166",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193167",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193168",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193169",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193170",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193171",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193172",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193173",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193174",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193175",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193176",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193177",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193178",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193179",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193180",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193181",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193182",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193183",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193184",2002-10-08,"Morone chrysops","Fish Fillet, Homog., Skin On",NA,"",NA,"","CSC_WQX-1476"
"193185",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193186",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193187",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193188",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193189",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193190",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193191",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193192",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193193",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193194",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193195",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193196",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193197",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193198",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193199",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193200",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193201",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193202",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193203",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193204",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193205",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193206",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193207",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193208",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193209",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193210",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193211",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193212",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193213",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193214",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193215",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193216",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193217",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193218",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193219",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193220",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193221",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193222",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193223",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193224",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193225",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193226",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193227",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193228",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193229",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193230",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193231",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193232",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193233",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193234",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193235",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193236",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193237",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193238",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193239",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
"193240",2002-10-08,"Ameiurus melas","Whole Fish, Homog., Skin On",NA,"",NA,"","OST_SHPD-1476"
